Category_ID,Category_path,Top-Level Category (Level 1),Sub Category (Level 2),Product Category (Level 3),Product Category (Level 4),Product Category (Level 5),Product Category (Level 6),Product Category (Level 7),Product Category (Level 8),Product Category (Level 9),Product Category (Level 10),Assureful RR,Straight Through business,Refer to UW,Refer to Capacity,Reject,Special Acceptance,QBE Comments
3733351,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Bedroom Sets",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Bedroom Sets,,,,,,,5,,,,Yes,Reject,NO
3733381,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Bookcases, Cabinets & Shelves",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,"Bookcases, Cabinets & Shelves",,,,,,,2,,,,Yes,Reject,NO
14109921,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Armchairs",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Armchairs,,,,,,5,,,,Yes,Reject,NO
14109891,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Bean Bags",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Bean Bags,,,,,,3,,,,Yes,Reject,NO
14109861,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Benches",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Benches,,,,,,3,,,,Yes,Reject,NO
2206472011,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Desk Chairs",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Desk Chairs,,,,,,5,,,,Yes,Reject,NO
14109911,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Folding Chairs",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Folding Chairs,,,,,,3,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
8517802011,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Recliners",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Recliners,,,,,,3,,,,Yes,Reject,NO
14109901,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Rocking Chairs",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Rocking Chairs,,,,,,6,,,,Yes,Reject,NO
14109931,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chairs & Seats/Stools",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chairs & Seats,Stools,,,,,,6,,,,Yes,Reject,NO
2528607011,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Chests & Trunks",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Chests & Trunks,,,,,,,5,,,,Yes,Reject,NO
349082011,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Desks & Desk Sets/Desks",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Desks & Desk Sets,Desks,,,,,,5,,,,Yes,Reject,NO
8529228011,"Toys & Games/Kids' Furniture, Décor & Storage/Indoor Furniture/Desks & Desk Sets/Sets",Toys & Games,"Kids' Furniture, Décor & Storage",Indoor Furniture,Desks & Desk Sets,Sets,,,,,,4,,,,Yes,Reject,NO
355614011,"Toys & Games/Kids' Furniture, Décor & Storage/Outdoor Furniture/Benches",Toys & Games,"Kids' Furniture, Décor & Storage",Outdoor Furniture,Benches,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
355615011,"Toys & Games/Kids' Furniture, Décor & Storage/Outdoor Furniture/Chairs",Toys & Games,"Kids' Furniture, Décor & Storage",Outdoor Furniture,Chairs,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
355616011,"Toys & Games/Kids' Furniture, Décor & Storage/Outdoor Furniture/Picnic Tables",Toys & Games,"Kids' Furniture, Décor & Storage",Outdoor Furniture,Picnic Tables,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
355617011,"Toys & Games/Kids' Furniture, Décor & Storage/Outdoor Furniture/Table & Chair Sets",Toys & Games,"Kids' Furniture, Décor & Storage",Outdoor Furniture,Table & Chair Sets,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
1243398011,"Toys & Games/Kids' Furniture, Décor & Storage/Room Décor/Accents/Drawer Handles & Pulls",Toys & Games,"Kids' Furniture, Décor & Storage",Room Décor,Accents,Drawer Handles & Pulls,,,,,,3,,,,Yes,Reject,NO
16927405011,"Toys & Games/Kids' Furniture, Décor & Storage/Room Décor/Accents/Picture Frames",Toys & Games,"Kids' Furniture, Décor & Storage",Room Décor,Accents,Picture Frames,,,,,,3,Yes,,,,Straight Through Business,OK with exposure
10140592011,"Toys & Games/Kids' Furniture, Décor & Storage/Toy Chests & Storage",Toys & Games,"Kids' Furniture, Décor & Storage",Toy Chests & Storage,,,,,,,,3,,,,Yes,Reject,NO
16184243011,"Toys & Games/Kids' Furniture, Décor & Storage/Toy Chests & Storage/Toy Bags & Nets",Toys & Games,"Kids' Furniture, Décor & Storage",Toy Chests & Storage,Toy Bags & Nets,,,,,,,3,,,,Yes,Reject,NO
166269011,Toys & Games/Learning & Education,Toys & Games,Learning & Education,,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2488802011,Toys & Games/Learning & Education/Counting & Math Toys,Toys & Games,Learning & Education,Counting & Math Toys,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2488770011,Toys & Games/Learning & Education/Detective & Spy,Toys & Games,Learning & Education,Detective & Spy,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166275011,Toys & Games/Learning & Education/Electronic Learning Products,Toys & Games,Learning & Education,Electronic Learning Products,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166169011,Toys & Games/Learning & Education/Electronic Learning Products/Cartridges & Books,Toys & Games,Learning & Education,Electronic Learning Products,Cartridges & Books,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166177011,Toys & Games/Learning & Education/Electronic Learning Products/Electronic Learning Toys,Toys & Games,Learning & Education,Electronic Learning Products,Electronic Learning Toys,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166175011,Toys & Games/Learning & Education/Electronic Learning Products/System Accessories,Toys & Games,Learning & Education,Electronic Learning Products,System Accessories,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166176011,Toys & Games/Learning & Education/Electronic Learning Products/Systems,Toys & Games,Learning & Education,Electronic Learning Products,Systems,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166243011,Toys & Games/Learning & Education/Flash Cards,Toys & Games,Learning & Education,Flash Cards,,,,,,,,4,Yes,,,,Straight Through Business,0
166303011,Toys & Games/Learning & Education/Habitats,Toys & Games,Learning & Education,Habitats,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166326011,Toys & Games/Learning & Education/Musical Instruments,Toys & Games,Learning & Education,Musical Instruments,,,,,,,,3,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166328011,Toys & Games/Learning & Education/Musical Instruments/Accessories,Toys & Games,Learning & Education,Musical Instruments,Accessories,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166327011,Toys & Games/Learning & Education/Musical Instruments/Drums & Percussion,Toys & Games,Learning & Education,Musical Instruments,Drums & Percussion,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166330011,Toys & Games/Learning & Education/Musical Instruments/Guitars & Strings,Toys & Games,Learning & Education,Musical Instruments,Guitars & Strings,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166329011,Toys & Games/Learning & Education/Musical Instruments/Pianos & Keyboards,Toys & Games,Learning & Education,Musical Instruments,Pianos & Keyboards,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166331011,Toys & Games/Learning & Education/Musical Instruments/Wind & Brass,Toys & Games,Learning & Education,Musical Instruments,Wind & Brass,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
19318811011,Toys & Games/Learning & Education/Optics,Toys & Games,Learning & Education,Optics,,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
12900291,Toys & Games/Learning & Education/Optics/Telescope Accessories,Toys & Games,Learning & Education,Optics,Telescope Accessories,,,,,,,4,Yes,,,,Straight Through Business,0
166289011,Toys & Games/Learning & Education/Reading & Writing,Toys & Games,Learning & Education,Reading & Writing,,,,,,,,1,Yes,,,,Straight Through Business,0
166291011,"Toys & Games/Learning & Education/Reading & Writing/Diaries, Journals & Notebooks",Toys & Games,Learning & Education,Reading & Writing,"Diaries, Journals & Notebooks",,,,,,,2,Yes,,,,Straight Through Business,0
1243733011,Toys & Games/Learning & Education/Reading & Writing/Handwriting Aids,Toys & Games,Learning & Education,Reading & Writing,Handwriting Aids,,,,,,,4,Yes,,,,Straight Through Business,0
166292011,Toys & Games/Learning & Education/Reading & Writing/Magnetic Letters & Words,Toys & Games,Learning & Education,Reading & Writing,Magnetic Letters & Words,,,,,,,4,Yes,,,,Straight Through Business,0
166307011,Toys & Games/Learning & Education/Rock Tumblers,Toys & Games,Learning & Education,Rock Tumblers,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166294011,Toys & Games/Learning & Education/Science Kits & Toys,Toys & Games,Learning & Education,Science Kits & Toys,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2488783011,Toys & Games/Learning & Education/Solar Power Kits,Toys & Games,Learning & Education,Solar Power Kits,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166027011,Toys & Games/Novelty & Gag Toys,Toys & Games,Novelty & Gag Toys,,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
5483953011,Toys & Games/Novelty & Gag Toys/Executive Desk Toys,Toys & Games,Novelty & Gag Toys,Executive Desk Toys,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
17238448011,Toys & Games/Novelty & Gag Toys/Fidget Toys,Toys & Games,Novelty & Gag Toys,Fidget Toys,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
17238449011,Toys & Games/Novelty & Gag Toys/Fidget Toys/Fidget Blocks,Toys & Games,Novelty & Gag Toys,Fidget Toys,Fidget Blocks,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
17238450011,Toys & Games/Novelty & Gag Toys/Fidget Toys/Fidget Spinners,Toys & Games,Novelty & Gag Toys,Fidget Toys,Fidget Spinners,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166029011,Toys & Games/Novelty & Gag Toys/Finger Boards & Finger Bikes,Toys & Games,Novelty & Gag Toys,Finger Boards & Finger Bikes,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
676707011,Toys & Games/Novelty & Gag Toys/Finger Boards & Finger Bikes/Bikes,Toys & Games,Novelty & Gag Toys,Finger Boards & Finger Bikes,Bikes,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
676709011,Toys & Games/Novelty & Gag Toys/Finger Boards & Finger Bikes/Skateboards,Toys & Games,Novelty & Gag Toys,Finger Boards & Finger Bikes,Skateboards,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166033011,Toys & Games/Novelty & Gag Toys/Fortune Telling Toys,Toys & Games,Novelty & Gag Toys,Fortune Telling Toys,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166034011,Toys & Games/Novelty & Gag Toys/Gag Toys & Practical Jokes,Toys & Games,Novelty & Gag Toys,Gag Toys & Practical Jokes,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166037011,Toys & Games/Novelty & Gag Toys/Juggling Sets,Toys & Games,Novelty & Gag Toys,Juggling Sets,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166355011,Toys & Games/Novelty & Gag Toys/Magic Kits & Accessories,Toys & Games,Novelty & Gag Toys,Magic Kits & Accessories,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166039011,Toys & Games/Novelty & Gag Toys/Magnets & Magnetic Toys,Toys & Games,Novelty & Gag Toys,Magnets & Magnetic Toys,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166040011,Toys & Games/Novelty & Gag Toys/Miniatures,Toys & Games,Novelty & Gag Toys,Miniatures,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166041011,Toys & Games/Novelty & Gag Toys/Nesting Dolls,Toys & Games,Novelty & Gag Toys,Nesting Dolls,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2735439011,Toys & Games/Novelty & Gag Toys/Novelty Spinning Tops,Toys & Games,Novelty & Gag Toys,Novelty Spinning Tops,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166046011,Toys & Games/Novelty & Gag Toys/Prisms & Kaleidoscopes,Toys & Games,Novelty & Gag Toys,Prisms & Kaleidoscopes,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166047011,Toys & Games/Novelty & Gag Toys/Slime & Putty Toys,Toys & Games,Novelty & Gag Toys,Slime & Putty Toys,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166205011,Toys & Games/Novelty & Gag Toys/Spy Gadgets,Toys & Games,Novelty & Gag Toys,Spy Gadgets,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166052011,Toys & Games/Novelty & Gag Toys/Viewfinders,Toys & Games,Novelty & Gag Toys,Viewfinders,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2528079011,Toys & Games/Novelty & Gag Toys/Water Balloons,Toys & Games,Novelty & Gag Toys,Water Balloons,,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166054011,Toys & Games/Novelty & Gag Toys/Wind-up Toys,Toys & Games,Novelty & Gag Toys,Wind-up Toys,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166508011,Toys & Games/Play Vehicles,Toys & Games,Play Vehicles,,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2519979011,Toys & Games/Play Vehicles/Die-Cast Vehicles,Toys & Games,Play Vehicles,Die-Cast Vehicles,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166608011,Toys & Games/Play Vehicles/Play Trains & Railway Sets,Toys & Games,Play Vehicles,Play Trains & Railway Sets,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166616011,Toys & Games/Play Vehicles/Play Trains & Railway Sets/Accessories,Toys & Games,Play Vehicles,Play Trains & Railway Sets,Accessories,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166617011,Toys & Games/Play Vehicles/Play Trains & Railway Sets/Accessories/Buildings & Scenery,Toys & Games,Play Vehicles,Play Trains & Railway Sets,Accessories,Buildings & Scenery,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166619011,Toys & Games/Play Vehicles/Play Trains & Railway Sets/Accessories/Train Tracks,Toys & Games,Play Vehicles,Play Trains & Railway Sets,Accessories,Train Tracks,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
3244728011,Toys & Games/Play Vehicles/Play Trains & Railway Sets/Train Cars,Toys & Games,Play Vehicles,Play Trains & Railway Sets,Train Cars,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166620011,Toys & Games/Play Vehicles/Play Trains & Railway Sets/Train Sets,Toys & Games,Play Vehicles,Play Trains & Railway Sets,Train Sets,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2519977011,Toys & Games/Play Vehicles/Pull Back Vehicles,Toys & Games,Play Vehicles,Pull Back Vehicles,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
3244725011,Toys & Games/Play Vehicles/Toy Vehicles,Toys & Games,Play Vehicles,Toy Vehicles,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166626011,Toys & Games/Play Vehicles/Vehicle Playsets,Toys & Games,Play Vehicles,Vehicle Playsets,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166333011,Toys & Games/Puppets & Puppet Theaters,Toys & Games,Puppets & Puppet Theaters,,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166030011,Toys & Games/Puppets & Puppet Theaters/Finger Puppets,Toys & Games,Puppets & Puppet Theaters,Finger Puppets,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166335011,Toys & Games/Puppets & Puppet Theaters/Hand Puppets,Toys & Games,Puppets & Puppet Theaters,Hand Puppets,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166336011,Toys & Games/Puppets & Puppet Theaters/Marionettes,Toys & Games,Puppets & Puppet Theaters,Marionettes,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166338011,Toys & Games/Puppets & Puppet Theaters/Puppet Theaters,Toys & Games,Puppets & Puppet Theaters,Puppet Theaters,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166339011,Toys & Games/Puppets & Puppet Theaters/Ventriloquist,Toys & Games,Puppets & Puppet Theaters,Ventriloquist,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166359011,Toys & Games/Puzzles,Toys & Games,Puzzles,,,,,,,,,2,Yes,,,,Straight Through Business,0
2491829011,Toys & Games/Puzzles/3-D Puzzles,Toys & Games,Puzzles,3-D Puzzles,,,,,,,,2,Yes,,,,Straight Through Business,0
166360011,Toys & Games/Puzzles/Brain Teasers,Toys & Games,Puzzles,Brain Teasers,,,,,,,,2,Yes,,,,Straight Through Business,0
166405011,Toys & Games/Puzzles/Brain Teasers/Assembly & Disentanglement Puzzles,Toys & Games,Puzzles,Brain Teasers,Assembly & Disentanglement Puzzles,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
274335011,Toys & Games/Puzzles/Brain Teasers/Puzzle Boxes,Toys & Games,Puzzles,Brain Teasers,Puzzle Boxes,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166361011,Toys & Games/Puzzles/Floor Puzzles,Toys & Games,Puzzles,Floor Puzzles,,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166363011,Toys & Games/Puzzles/Jigsaw Puzzles,Toys & Games,Puzzles,Jigsaw Puzzles,,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166403011,Toys & Games/Puzzles/Pegged Puzzles,Toys & Games,Puzzles,Pegged Puzzles,,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166404011,Toys & Games/Puzzles/Puzzle Accessories,Toys & Games,Puzzles,Puzzle Accessories,,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2522073011,Toys & Games/Puzzles/Puzzle Play Mats,Toys & Games,Puzzles,Puzzle Play Mats,,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
274336011,Toys & Games/Puzzles/Sudoku Puzzles,Toys & Games,Puzzles,Sudoku Puzzles,,,,,,,,2,Yes,,,,Straight Through Business,0
166420011,Toys & Games/Sports & Outdoor Play,Toys & Games,Sports & Outdoor Play,,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166421011,Toys & Games/Sports & Outdoor Play/Ball Pits & Accessories,Toys & Games,Sports & Outdoor Play,Ball Pits & Accessories,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166422011,Toys & Games/Sports & Outdoor Play/Bean Bags & Footbags,Toys & Games,Sports & Outdoor Play,Bean Bags & Footbags,,,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2528101011,Toys & Games/Sports & Outdoor Play/Bean Bags & Footbags/Bean Bag Game Sets,Toys & Games,Sports & Outdoor Play,Bean Bags & Footbags,Bean Bag Game Sets,,,,,,,2,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2528098011,Toys & Games/Sports & Outdoor Play/Bean Bags & Footbags/Footbags,Toys & Games,Sports & Outdoor Play,Bean Bags & Footbags,Footbags,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2327110011,Toys & Games/Sports & Outdoor Play/Blasters & Foam Play,Toys & Games,Sports & Outdoor Play,Blasters & Foam Play,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166028011,Toys & Games/Sports & Outdoor Play/Bubbles,Toys & Games,Sports & Outdoor Play,Bubbles,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166423011,Toys & Games/Sports & Outdoor Play/Fitness Equipment,Toys & Games,Sports & Outdoor Play,Fitness Equipment,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166032011,Toys & Games/Sports & Outdoor Play/Flying Toys,Toys & Games,Sports & Outdoor Play,Flying Toys,,,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
676711011,Toys & Games/Sports & Outdoor Play/Flying Toys/Airplane Construction Kits,Toys & Games,Sports & Outdoor Play,Flying Toys,Airplane Construction Kits,,,,,,,6,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
676712011,Toys & Games/Sports & Outdoor Play/Flying Toys/Toy Parachute Figures,Toys & Games,Sports & Outdoor Play,Flying Toys,Toy Parachute Figures,,,,,,,6,Yes,,,,Straight Through Business,0
166352011,Toys & Games/Sports & Outdoor Play/Gardening Tools,Toys & Games,Sports & Outdoor Play,Gardening Tools,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
1258890011,Toys & Games/Sports & Outdoor Play/Inflatable Bouncers,Toys & Games,Sports & Outdoor Play,Inflatable Bouncers,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
274359011,Toys & Games/Sports & Outdoor Play/Kickball & Playground Balls,Toys & Games,Sports & Outdoor Play,Kickball & Playground Balls,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
14329931,Toys & Games/Sports & Outdoor Play/Kickball & Playground Balls/Kickballs,Toys & Games,Sports & Outdoor Play,Kickball & Playground Balls,Kickballs,,,,,,,4,Yes,,,,Straight Through Business,0
3395061,Toys & Games/Sports & Outdoor Play/Kickball & Playground Balls/Playground Balls,Toys & Games,Sports & Outdoor Play,Kickball & Playground Balls,Playground Balls,,,,,,,4,Yes,,,,Straight Through Business,0
166431011,Toys & Games/Sports & Outdoor Play/Kites & Wind Spinners,Toys & Games,Sports & Outdoor Play,Kites & Wind Spinners,,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
1234184011,Toys & Games/Sports & Outdoor Play/Kites & Wind Spinners/Kite Accessories,Toys & Games,Sports & Outdoor Play,Kites & Wind Spinners,Kite Accessories,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
1234186011,Toys & Games/Sports & Outdoor Play/Kites & Wind Spinners/Wind Spinners,Toys & Games,Sports & Outdoor Play,Kites & Wind Spinners,Wind Spinners,,,,,,,4,Yes,,,,Straight Through Business,0
166247011,Toys & Games/Sports & Outdoor Play/Marble Games,Toys & Games,Sports & Outdoor Play,Marble Games,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2522014011,Toys & Games/Sports & Outdoor Play/Nature Exploration Toys,Toys & Games,Sports & Outdoor Play,Nature Exploration Toys,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166216011,Toys & Games/Sports & Outdoor Play/Outdoor Furniture,Toys & Games,Sports & Outdoor Play,Outdoor Furniture,,,,,,,,4,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166424011,Toys & Games/Sports & Outdoor Play/Play Sets & Playground Equipment,Toys & Games,Sports & Outdoor Play,Play Sets & Playground Equipment,,,,,,,,5,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166434011,Toys & Games/Sports & Outdoor Play/Play Tents & Tunnels,Toys & Games,Sports & Outdoor Play,Play Tents & Tunnels,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166435011,Toys & Games/Sports & Outdoor Play/Playhouses,Toys & Games,Sports & Outdoor Play,Playhouses,,,,,,,,9,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
166436011,Toys & Games/Sports & Outdoor Play/Pogo Sticks & Hoppers,Toys & Games,Sports & Outdoor Play,Pogo Sticks & Hoppers,,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
2528105011,Toys & Games/Sports & Outdoor Play/Pogo Sticks & Hoppers/Hoppers,Toys & Games,Sports & Outdoor Play,Pogo Sticks & Hoppers,Hoppers,,,,,,,7,,Yes,,,Reject & Log,NO - FOR DISCUSSIONS in 2H 2025 and 2026
